TravelTimeCode,SegmentLength,DIRAADT,LOTTRAMP,LOTTRMIDD,LOTTRPMP,TTTRAMP,TTTRMIDD,TTTRPMP,TTTRWE,TTTROVN,PHED,geometry,year
110+04811,3.39,54449,1.02,1.02,1.03,1.05,1.05,1.08,1.08,1.09,9066.609,"LINESTRING (-77.39843 37.26235, -77.39836 37.26249, -77.39826 37.26268, -77.39804 37.26308, -77.39761 37.26382, -77.39742 37.26415, -77.39687 37.26513, -77.39662 37.26557, -77.39609 37.26651, -77.39532 37.26786, -77.39473 37.26892, -77.39383 37.2705, -77.39319 37.27163, -77.39259 37.27267, -77.39192 37.27386, -77.39139 37.27478, -77.39099 37.27552, -77.39045 37.27648, -77.38997 37.27733, -77.38971 37.27788, -77.3895 37.27838, -77.38928 37.27893, -77.38911 37.27942, -77.3889 37.28017, -77.38873 37.28092, -77.38864 37.28144, -77.38857 37.28198, -77.38852 37.28253, -77.3885 37.28313, -77.38853 37.28387, -77.38857 37.28447, -77.38864 37.28515, -77.38878 37.28588, -77.3889 37.28642, -77.38899 37.28678, -77.38907 37.28704, -77.38913 37.28725, -77.38929 37.28773, -77.38951 37.28841, -77.38987 37.2896, -77.39018 37.29058, -77.39038 37.2913, -77.39054 37.29201, -77.39065 37.29266, -77.39075 37.2935, -77.39079 37.29423, -77.39076 37.29523, -77.39072 37.29683, -77.39075 37.29771, -77.39086 37.29859, -77.39101 37.29946, -77.39114 37.29999, -77.39126 37.30041, -77.39147 37.30106, -77.39176 37.30179, -77.39208 37.30249, -77.39241 37.30314, -77.39267 37.3036, -77.39301 37.30414, -77.39402 37.30564, -77.39438 37.30622, -77.39494 37.30702, -77.39511 37.30729, -77.39539 37.30773, -77.39565 37.30812, -77.39608 37.30875)",2021
110P04811,0.481,50929,1.02,1.02,1.03,1.06,1.05,1.1,1.08,1.09,770.999,"LINESTRING (-77.39608 37.30875, -77.39708 37.31025, -77.39763 37.31105, -77.39777 37.31125, -77.39785 37.31135, -77.39794 37.31146, -77.39825 37.31191, -77.39855 37.31241, -77.39906 37.31327, -77.3994 37.31387, -77.39955 37.31417, -77.39971 37.31449, -77.39983 37.31481, -77.39991 37.315)",2021
110+04812,2.417,50929,1.02,1.02,1.03,1.06,1.05,1.12,1.09,1.1,4392.456,"LINESTRING (-77.39991 37.315, -77.4 37.31523, -77.40004 37.31535, -77.4001 37.31553, -77.40013 37.31563, -77.4003 37.3162, -77.40032 37.31627, -77.40046 37.31679, -77.40056 37.31724, -77.4006 37.31743, -77.40067 37.31781, -77.4007 37.31814, -77.40078 37.31882, -77.40081 37.31942, -77.40081 37.31987, -77.4008 37.32026, -77.40076 37.32078, -77.40074 37.32097, -77.40064 37.32178, -77.40058 37.3221, -77.40036 37.32309, -77.40018 37.32383, -77.39998 37.32454, -77.39986 37.32506, -77.39966 37.32593, -77.3996 37.32627, -77.39952 37.32683, -77.3995 37.3274, -77.3995 37.32773, -77.39951 37.328, -77.39955 37.32843, -77.3996 37.32886, -77.39969 37.32935, -77.39979 37.32973, -77.39998 37.33036, -77.40023 37.33097, -77.40057 37.33168, -77.40078 37.33209, -77.40107 37.33257, -77.40156 37.33341, -77.40249 37.33499, -77.40309 37.33602, -77.40374 37.33711, -77.40406 37.33769, -77.40433 37.33818, -77.40445 37.33846, -77.40466 37.33889, -77.40487 37.33942, -77.40513 37.34016, -77.4053 37.34075, -77.4054 37.34118, -77.40553 37.34183, -77.40562 37.3424, -77.40563 37.34256, -77.40565 37.34274, -77.40566 37.34294, -77.40568 37.34315, -77.40571 37.34362, -77.40571 37.34423, -77.40569 37.34478, -77.40564 37.34536, -77.40555 37.34608, -77.40541 37.34731, -77.40529 37.34823, -77.40526 37.34848, -77.40521 37.3489)",2021
110+05439,7.748,14280,1.02,1.02,1.03,1.06,1.06,1.06,1.09,1.1,,"LINESTRING (-77.55811 37.08496, -77.55766 37.08544, -77.55698 37.08616, -77.55654 37.08662, -77.55632 37.08687, -77.55607 37.08717, -77.5542 37.08936, -77.55257 37.09132, -77.55146 37.09264, -77.55002 37.09439, -77.54802 37.09675, -77.54752 37.09734, -77.54708 37.09786, -77.54686 37.09812, -77.54657 37.09845, -77.54523 37.09996, -77.54407 37.10122, -77.54262 37.10275, -77.54157 37.10385, -77.54103 37.10441, -77.54054 37.10489, -77.5392 37.10622, -77.53852 37.10689, -77.53696 37.10838, -77.53551 37.10977, -77.53394 37.11125, -77.53201 37.11306, -77.52963 37.11535, -77.52863 37.1163, -77.52812 37.11684, -77.52755 37.11743, -77.52708 37.11797, -77.5264 37.11873, -77.52543 37.1199, -77.52457 37.121, -77.52404 37.12172, -77.5232 37.12296, -77.52241 37.12423, -77.52185 37.12521, -77.52152 37.12581, -77.52105 37.12677, -77.52059 37.12769, -77.5201 37.1288, -77.51988 37.12935, -77.51956 37.13018, -77.51923 37.1311, -77.51892 37.13207, -77.51873 37.13269, -77.51818 37.13463, -77.51771 37.13629, -77.51731 37.13778, -77.51572 37.14342, -77.51537 37.1447, -77.51496 37.14599, -77.5146 37.14699, -77.51421 37.14792, -77.51385 37.14876, -77.51347 37.14957, -77.51319 37.15011, -77.51279 37.15082, -77.5126 37.15116, -77.51213 37.15193, -77.51162 37.15271, -77.51127 37.15322, -77.51054 37.15423, -77.50976 37.15521, -77.50894 37.15616, -77.50644 37.15901, -77.50169 37.16441, -77.50122 37.16494, -77.49872 37.16779, -77.49768 37.16898, -77.49664 37.17017, -77.49619 37.17073, -77.49578 37.17125, -77.4955 37.17164, -77.49516 37.17218, -77.49487 37.17268, -77.49445 37.17349, -77.49409 37.17431, -77.49379 37.17515, -77.49359 37.17587, -77.49343 37.17655, -77.49328 37.17736, -77.49324 37.17766, -77.49306 37.17909, -77.49292 37.18006, -77.49282 37.18066, -77.49272 37.18119, -77.4927 37.18127, -77.49266 37.18142, -77.49258 37.18175, -77.49249 37.18213)",2021
110P05439,0.621,18323,1.03,1.04,1.04,1.14,1.16,1.18,1.23,1.21,5.461,"LINESTRING (-77.49249 37.18213, -77.49226 37.18294, -77.49197 37.18377, -77.49176 37.18427, -77.49142 37.18503, -77.491 37.18589, -77.4908 37.18627, -77.49069 37.18647, -77.49043 37.1869, -77.49018 37.18731, -77.49003 37.18755, -77.4896 37.18818, -77.48922 37.18868, -77.48881 37.18922, -77.48823 37.1899, -77.4879 37.19027)",2021
110+05440,1.308,21208,1.02,1.03,1.03,1.07,1.07,1.08,1.1,1.11,164.084,"LINESTRING (-77.4879 37.19027, -77.48769 37.1905, -77.48729 37.19092, -77.48715 37.19106, -77.48666 37.19153, -77.48652 37.19165, -77.48628 37.19186, -77.48588 37.19223, -77.48541 37.19262, -77.48505 37.1929, -77.48432 37.19346, -77.48381 37.19382, -77.48329 37.19417, -77.48244 37.19468, -77.48178 37.19506, -77.48138 37.19528, -77.48096 37.19551, -77.48054 37.19572, -77.48026 37.19586, -77.47971 37.19612, -77.47885 37.19651, -77.47828 37.19674, -77.47777 37.19694, -77.47729 37.19712, -77.47652 37.1974, -77.4761 37.19754, -77.47571 37.19767, -77.4753 37.19778, -77.47484 37.19791, -77.47437 37.19803, -77.4739 37.19814, -77.47358 37.19821, -77.47296 37.19835, -77.47264 37.19842, -77.47233 37.19848, -77.47209 37.19852, -77.47137 37.19864, -77.47075 37.19873, -77.47041 37.19877, -77.47008 37.19881, -77.46976 37.19884, -77.4695 37.19887, -77.46915 37.1989, -77.46877 37.19892, -77.46827 37.19895, -77.46767 37.19899)",2021
110P05440,0.494,26480,1.02,1.02,1.03,1.06,1.06,1.08,1.09,1.11,623.993,"LINESTRING (-77.46767 37.19899, -77.46738 37.19901, -77.4671 37.19902, -77.46525 37.19903, -77.46424 37.19904, -77.46367 37.19904, -77.46329 37.19905, -77.46297 37.19905, -77.46264 37.19904, -77.46145 37.19903, -77.46026 37.19903, -77.4587 37.19904)",2021
110+05441,0.575,26627,1.03,1.03,1.04,1.09,1.1,1.11,1.12,1.13,1678.776,"LINESTRING (-77.4587 37.19904, -77.458 37.19904, -77.45709 37.19904, -77.45671 37.19904, -77.45499 37.19905, -77.45449 37.19905, -77.45322 37.19905, -77.45132 37.19905, -77.45038 37.19906, -77.44946 37.19909, -77.44885 37.19912, -77.44825 37.19917)",2021
110P05441,0.153,26627,1.02,1.02,1.03,1.07,1.07,1.09,1.1,1.11,409.154,"LINESTRING (-77.44825 37.19917, -77.44786 37.19922, -77.4464 37.19941, -77.4455 37.19953)",2021
110P04826,0.124,26627,1.02,1.02,1.03,1.07,1.07,1.09,1.1,1.11,,"LINESTRING (-77.4455 37.19953, -77.44328 37.19983)",2021
110+04827,0.835,26786,1.02,1.02,1.03,1.06,1.06,1.09,1.1,1.11,1686.473,"LINESTRING (-77.44328 37.19983, -77.44283 37.19989, -77.44254 37.19995, -77.4421 37.20007, -77.44169 37.20019, -77.44114 37.20041, -77.44071 37.2006, -77.43989 37.20094, -77.43918 37.20124, -77.43856 37.20149, -77.43813 37.20164, -77.43776 37.20176, -77.43736 37.20186, -77.43691 37.20193, -77.43658 37.20197, -77.43622 37.20199, -77.43581 37.202, -77.43548 37.20199, -77.43469 37.20192, -77.43425 37.20185, -77.43374 37.20173, -77.43336 37.20161, -77.43282 37.20141, -77.43209 37.2011, -77.43137 37.2008, -77.43039 37.20038, -77.42976 37.20011, -77.42927 37.1999)",2021
110P04827,0.357,30049,1.02,1.02,1.03,1.07,1.06,1.1,1.11,1.13,836.305,"LINESTRING (-77.42927 37.1999, -77.42877 37.19973, -77.42845 37.19963, -77.42805 37.19952, -77.42763 37.19944, -77.42717 37.19937, -77.42675 37.19933, -77.42642 37.19931, -77.42534 37.19924, -77.42416 37.19914, -77.42291 37.19904)",2021
110+04828,2.212,29939,1.02,1.02,1.03,1.06,1.06,1.1,1.12,1.11,,"LINESTRING (-77.42291 37.19904, -77.42245 37.19901, -77.42204 37.19898, -77.42168 37.19895, -77.42136 37.19892, -77.42076 37.19889, -77.4201 37.1989, -77.41993 37.19891, -77.41936 37.19898, -77.41902 37.19903, -77.41853 37.19914, -77.41791 37.19933, -77.41731 37.19958, -77.41691 37.19978, -77.41642 37.20006, -77.41592 37.20041, -77.41548 37.20079, -77.41517 37.20113, -77.41491 37.20144, -77.41467 37.20175, -77.41442 37.20214, -77.41425 37.20244, -77.41403 37.20278, -77.41383 37.2031, -77.41364 37.2034, -77.41341 37.20374, -77.41319 37.20405, -77.41273 37.20466, -77.41233 37.20512, -77.41192 37.20552, -77.41141 37.20596, -77.41087 37.20639, -77.41039 37.2067, -77.40993 37.20699, -77.40933 37.2073, -77.40878 37.20757, -77.40841 37.20773, -77.40786 37.20796, -77.40691 37.20834, -77.40618 37.20864, -77.4058 37.2088, -77.4054 37.20897, -77.40476 37.20922, -77.40383 37.20961, -77.4034 37.20981, -77.40261 37.21017, -77.40208 37.2105, -77.40156 37.21084, -77.40105 37.21118, -77.40054 37.21152, -77.3999 37.21195, -77.39953 37.2122, -77.39854 37.21286, -77.39784 37.21333, -77.39719 37.21377, -77.39625 37.2144, -77.39578 37.21471, -77.3953 37.21503, -77.39493 37.21527, -77.39428 37.21571, -77.39384 37.21599, -77.39357 37.21616, -77.39323 37.2164, -77.39276 37.21672, -77.39209 37.21714, -77.39195 37.21723, -77.39181 37.21732)",2021
110P04828,0.025,25283,1.04,1.04,1.06,1.13,1.15,1.19,1.23,1.2,,"LINESTRING (-77.39181 37.21732, -77.39146 37.21756)",2021
110-04811,2.723,50929,1.02,1.02,1.03,1.05,1.05,1.09,1.09,1.1,6294.231,"LINESTRING (-77.40544 37.3489, -77.40554 37.34809, -77.40558 37.34774, -77.4057 37.34674, -77.40575 37.34633, -77.40585 37.34549, -77.4059 37.34478, -77.40592 37.34424, -77.40593 37.34368, -77.4059 37.34311, -77.40586 37.34273, -77.40579 37.34207, -77.40572 37.34171, -77.4056 37.34116, -77.40548 37.34069, -77.40533 37.34013, -77.4052 37.33972, -77.40506 37.3393, -77.40489 37.33893, -77.40466 37.33841, -77.40445 37.338, -77.40427 37.33764, -77.40408 37.33732, -77.40381 37.33684, -77.40269 37.33493, -77.40241 37.33445, -77.40173 37.3333, -77.401 37.33204, -77.40073 37.33156, -77.40041 37.33091, -77.40017 37.33029, -77.4 37.32972, -77.39989 37.32928, -77.39978 37.32869, -77.39973 37.3282, -77.39972 37.32785, -77.3997 37.32726, -77.39972 37.32691, -77.39974 37.32659, -77.39985 37.326, -77.40006 37.32509, -77.40025 37.32434, -77.40055 37.32312, -77.40072 37.32242, -77.40082 37.32187, -77.40095 37.32105, -77.40099 37.32039, -77.40102 37.31949, -77.40101 37.31901, -77.40097 37.31853, -77.40088 37.31789, -77.40078 37.31725, -77.40069 37.31685, -77.4006 37.31651, -77.40037 37.31573, -77.40034 37.31565, -77.40022 37.31533, -77.40009 37.31495, -77.40002 37.31475, -77.39982 37.31429, -77.39963 37.31389, -77.39928 37.31324, -77.39875 37.31239, -77.39843 37.3119, -77.39821 37.31156, -77.39809 37.31138, -77.39801 37.31126, -77.39794 37.31116, -77.39782 37.31098)",2021
110N04811,0.276,52177,1.02,1.02,1.03,1.06,1.05,1.1,1.09,1.1,1193.161,"LINESTRING (-77.39782 37.31098, -77.39743 37.31038, -77.39716 37.31, -77.39668 37.30926, -77.39627 37.30867, -77.3962 37.30857, -77.39584 37.30801, -77.39546 37.30745)",2021
110-04810,3.517,54449,1.02,1.02,1.03,1.05,1.05,1.1,1.09,1.1,8059.083,"LINESTRING (-77.39546 37.30745, -77.3951 37.30691, -77.39455 37.30607, -77.39447 37.30595, -77.39363 37.3047, -77.39357 37.30461, -77.39317 37.30403, -77.39287 37.30355, -77.39263 37.30311, -77.39226 37.30241, -77.39197 37.30177, -77.3917 37.30109, -77.39148 37.30044, -77.39137 37.30009, -77.39122 37.29949, -77.39115 37.29915, -77.39106 37.29866, -77.391 37.29822, -77.39096 37.2977, -77.39092 37.29686, -77.39093 37.29624, -77.39098 37.29523, -77.39099 37.29478, -77.39099 37.29419, -77.39096 37.29368, -77.39092 37.29304, -77.39087 37.29266, -77.39078 37.29209, -77.39059 37.29129, -77.3904 37.29054, -77.39019 37.28989, -77.38985 37.28879, -77.38952 37.28772, -77.38936 37.28725, -77.38925 37.28688, -77.38908 37.28631, -77.38898 37.28584, -77.3889 37.28538, -77.38883 37.285, -77.38878 37.28457, -77.38874 37.28391, -77.38872 37.28332, -77.38873 37.2827, -77.38878 37.28215, -77.38885 37.28151, -77.38898 37.28075, -77.38909 37.28023, -77.3892 37.27983, -77.38933 37.27941, -77.38948 37.27898, -77.38967 37.27845, -77.38986 37.27804, -77.39006 37.27761, -77.39057 37.27663, -77.39119 37.27554, -77.39147 37.27507, -77.39198 37.27421, -77.39247 37.27339, -77.3931 37.2723, -77.39363 37.27133, -77.39431 37.27013, -77.39499 37.26894, -77.39567 37.26767, -77.39653 37.26614, -77.39694 37.2654, -77.39707 37.26517, -77.39752 37.26437, -77.3978 37.26386, -77.39804 37.26345, -77.39828 37.26302, -77.39858 37.26246, -77.39872 37.26215, -77.39883 37.2619, -77.39894 37.26161, -77.39908 37.26114, -77.39917 37.26076, -77.39923 37.26042, -77.39927 37.26006, -77.3993 37.25981, -77.3993 37.25954, -77.39929 37.25935, -77.39928 37.25917, -77.39928 37.25912)",2021
110N04810,0.435,53247,1.02,1.02,1.03,1.06,1.06,1.1,1.09,1.09,1769.52,"LINESTRING (-77.39928 37.25912, -77.39927 37.25886, -77.39925 37.2587, -77.39922 37.2585, -77.39919 37.25832, -77.39916 37.25813, -77.39912 37.25797, -77.39907 37.25779, -77.39901 37.25759, -77.39899 37.25754, -77.39887 37.25719, -77.39869 37.25678, -77.39851 37.25643, -77.3983 37.25606, -77.39809 37.25572, -77.39768 37.25512, -77.39722 37.25452, -77.39711 37.25437, -77.39699 37.2542, -77.39662 37.25369, -77.39637 37.25335)",2021
110-04809,0.654,48903,1.02,1.03,1.03,1.06,1.09,1.16,1.11,1.1,3017.752,"LINESTRING (-77.39637 37.25335, -77.39581 37.25258, -77.39518 37.25171, -77.39474 37.25111, -77.39448 37.25074, -77.39429 37.25046, -77.39411 37.25018, -77.39392 37.24983, -77.39376 37.24951, -77.39366 37.24925, -77.39351 37.24879, -77.39341 37.24843, -77.39332 37.24805, -77.39324 37.24748, -77.3932 37.24684, -77.3932 37.24653, -77.39323 37.24619, -77.39328 37.24587, -77.39333 37.24559, -77.39336 37.24548, -77.39342 37.24527, -77.39351 37.24495, -77.39367 37.2445)",2021
110N04809,0.113,48903,1.02,1.03,1.04,1.06,1.15,1.27,1.13,1.1,528.688,"LINESTRING (-77.39367 37.2445, -77.39373 37.24433, -77.39389 37.24399, -77.39415 37.24349, -77.39446 37.24299)",2021
110-04808,0.689,54199,1.03,1.04,1.06,1.08,1.17,1.29,1.17,1.12,1486.518,"LINESTRING (-77.39446 37.24299, -77.39463 37.24266, -77.3948 37.24237, -77.39498 37.24204, -77.39508 37.24181, -77.39516 37.24161, -77.39524 37.24138, -77.39532 37.24107, -77.39537 37.24076, -77.39543 37.24023, -77.39546 37.23981, -77.39548 37.23935, -77.39547 37.2388, -77.39549 37.23851, -77.3955 37.23841, -77.39557 37.23712, -77.39562 37.23618, -77.39564 37.23564, -77.39567 37.23515, -77.39569 37.23478, -77.3957 37.23467, -77.3957 37.23463, -77.39572 37.23423, -77.39576 37.2337, -77.3958 37.23316)",2021
110N04808,0.278,55196,1.03,1.03,1.04,1.07,1.1,1.16,1.12,1.11,249.18,"LINESTRING (-77.3958 37.23316, -77.39581 37.23295, -77.39582 37.23235, -77.39584 37.23203, -77.39588 37.23145, -77.39592 37.23068, -77.39593 37.23043, -77.39593 37.23023, -77.39592 37.22997, -77.39588 37.22963, -77.3958 37.22915)",2021
110-04807,0.096,54824,1.02,1.03,1.04,1.07,1.09,1.13,1.12,1.12,143.484,"LINESTRING (-77.3958 37.22915, -77.39571 37.22878, -77.39559 37.22836, -77.39549 37.22809, -77.39537 37.2278)",2021
110N04807,0.216,54824,1.03,1.03,1.04,1.07,1.08,1.12,1.12,1.12,332.717,"LINESTRING (-77.39537 37.2278, -77.39533 37.22772, -77.39519 37.22744, -77.39509 37.22725, -77.39503 37.22715, -77.39487 37.22688, -77.39475 37.22669, -77.39445 37.22625, -77.39371 37.22531, -77.3936 37.22516, -77.39352 37.22505)",2021
110-04806,0.035,54824,1.03,1.04,1.05,1.09,1.1,1.13,1.14,1.14,0.0,"LINESTRING (-77.39352 37.22505, -77.39331 37.22478, -77.39319 37.22462)",2021
110N04806,0.302,31659,1.04,1.04,1.05,1.1,1.1,1.15,1.15,1.16,169.024,"LINESTRING (-77.39319 37.22462, -77.39292 37.22426, -77.39267 37.22391, -77.3925 37.22362, -77.39232 37.22327, -77.39214 37.22285, -77.39185 37.22218, -77.39174 37.22192, -77.39137 37.22102, -77.39118 37.22056)",2021
110-04805,0.217,26776,1.04,1.04,1.06,1.11,1.12,1.16,1.16,1.18,63.026,"LINESTRING (-77.39118 37.22056, -77.39106 37.22031, -77.39091 37.22005, -77.39073 37.21976, -77.3905 37.21947, -77.39029 37.21924, -77.39013 37.21907, -77.39 37.21896, -77.38962 37.21865, -77.3892 37.21837, -77.38879 37.21813)",2021
110N04805,0.465,22673,1.04,1.04,1.05,1.13,1.12,1.17,1.16,1.18,132.171,"LINESTRING (-77.38879 37.21813, -77.38792 37.21777, -77.38731 37.21752, -77.38698 37.21738, -77.38599 37.21696, -77.38402 37.21612, -77.38322 37.21578, -77.38132 37.21498)",2021
110-04804,0.036,22673,1.04,1.04,1.04,1.09,1.09,1.11,1.13,1.14,0.0,"LINESTRING (-77.38132 37.21498, -77.38104 37.21486, -77.38074 37.21473)",2021
110N04804,0.469,23301,1.04,1.04,1.04,1.08,1.08,1.1,1.11,1.12,103.536,"LINESTRING (-77.38074 37.21473, -77.3796 37.21423, -77.37704 37.21315, -77.37536 37.21243, -77.37457 37.21208, -77.37382 37.21172, -77.37328 37.21144)",2021
110-04803,1.374,26129,1.03,1.03,1.04,1.08,1.08,1.1,1.11,1.12,140.56,"LINESTRING (-77.37328 37.21144, -77.37255 37.21104, -77.37198 37.21071, -77.3716 37.21047, -77.3715 37.21041, -77.37098 37.21007, -77.37044 37.20968, -77.37007 37.2094, -77.36948 37.20894, -77.36885 37.20841, -77.36845 37.20806, -77.36804 37.20767, -77.36764 37.20727, -77.36727 37.20687, -77.36693 37.20648, -77.36662 37.20612, -77.36634 37.20577, -77.36604 37.20539, -77.36576 37.205, -77.36555 37.2047, -77.36532 37.20434, -77.36507 37.20393, -77.36468 37.20323, -77.36431 37.20252, -77.36391 37.20169, -77.36347 37.20079, -77.36307 37.19995, -77.36253 37.19883, -77.36213 37.198, -77.36171 37.19713, -77.36113 37.19591, -77.36104 37.19573, -77.36068 37.195, -77.36058 37.19479)",2021
110N04803,0.547,24735,1.04,1.04,1.04,1.13,1.11,1.11,1.11,1.14,42.943,"LINESTRING (-77.36058 37.19479, -77.36025 37.19409, -77.35937 37.19226, -77.3593 37.1921, -77.35888 37.19122, -77.35873 37.19089, -77.35865 37.19072, -77.35855 37.19054, -77.35838 37.19022, -77.35777 37.18892, -77.35704 37.18739)",2021
110-04802,0.623,20132,1.03,1.03,1.03,1.08,1.06,1.09,1.1,1.11,24.151,"LINESTRING (-77.35704 37.18739, -77.35638 37.18602, -77.35625 37.18576, -77.35495 37.18307, -77.35427 37.18165, -77.35422 37.18154, -77.3536 37.18024, -77.353 37.17896)",2021
110N04802,0.509,19719,1.03,1.03,1.03,1.08,1.06,1.09,1.1,1.11,29.75,"LINESTRING (-77.353 37.17896, -77.35288 37.1787, -77.35277 37.17844, -77.35264 37.17811, -77.35239 37.17745, -77.35221 37.17694, -77.35198 37.17627, -77.35183 37.17578, -77.35169 37.17525, -77.35154 37.17467, -77.35136 37.17389, -77.35122 37.17321, -77.35111 37.17264, -77.351 37.1719, -77.35099 37.17179)",2021
110-04801,0.256,16477,1.04,1.03,1.04,1.11,1.08,1.11,1.12,1.14,13.356,"LINESTRING (-77.35099 37.17179, -77.35091 37.17117, -77.35085 37.17071, -77.35081 37.17009, -77.35078 37.16948, -77.35078 37.1692, -77.35077 37.1687, -77.35076 37.16809)",2021
110N04801,0.715,16756,1.03,1.03,1.04,1.06,1.06,1.08,1.1,1.1,87.75,"LINESTRING (-77.35076 37.16809, -77.3508 37.16765, -77.35084 37.16691, -77.35091 37.16608, -77.351 37.1654, -77.3511 37.16477, -77.35121 37.16421, -77.35134 37.16363, -77.35162 37.1624, -77.35196 37.16106, -77.35216 37.16026, -77.35233 37.15959, -77.35247 37.15896, -77.35258 37.1585, -77.35266 37.15786)",2021
110-04800,0.844,23678,1.03,1.02,1.03,1.06,1.05,1.06,1.08,1.1,,"LINESTRING (-77.35266 37.15786, -77.35321 37.15571, -77.35335 37.15516, -77.35364 37.15406, -77.3541 37.15229, -77.35423 37.15177, -77.35473 37.14983, -77.35494 37.14901, -77.3553 37.14758, -77.35547 37.14686, -77.35569 37.14588)",2021
110N04800,0.382,23690,1.02,1.02,1.02,1.05,1.04,1.05,1.07,1.08,,"LINESTRING (-77.35569 37.14588, -77.35589 37.14482, -77.35597 37.14438, -77.35611 37.14355, -77.35632 37.1421, -77.35655 37.14039)",2021
110-04799,4.108,23698,1.02,1.02,1.02,1.05,1.04,1.05,1.07,1.08,,"LINESTRING (-77.35655 37.14039, -77.35658 37.14016, -77.35676 37.13883, -77.35719 37.13557, -77.35744 37.13384, -77.3575 37.13333, -77.35764 37.13228, -77.35784 37.13088, -77.35808 37.12914, -77.35834 37.12723, -77.35841 37.12671, -77.35854 37.12567, -77.35866 37.12462, -77.35875 37.12382, -77.35888 37.12266, -77.35894 37.12205, -77.35901 37.12118, -77.35908 37.12031, -77.35915 37.11938, -77.35925 37.11799, -77.35929 37.1173, -77.35933 37.11656, -77.35937 37.11576, -77.35939 37.1151, -77.35943 37.11426, -77.35945 37.11361, -77.35947 37.11267, -77.35949 37.11177, -77.35949 37.11061, -77.35949 37.10937, -77.35948 37.10837, -77.35946 37.10764, -77.35944 37.10639, -77.35942 37.10572, -77.35938 37.10477, -77.35935 37.10387, -77.3593 37.10225, -77.35925 37.10081, -77.35917 37.09858, -77.35914 37.09797, -77.3591 37.09736, -77.35906 37.09683, -77.35901 37.09631, -77.35893 37.09574, -77.3588 37.09504, -77.35863 37.09414, -77.35844 37.09332, -77.35821 37.09238, -77.35799 37.09148, -77.35775 37.09052, -77.35752 37.08961, -77.3573 37.08873, -77.35718 37.08811, -77.35712 37.08771, -77.35709 37.08738, -77.35706 37.08652, -77.35708 37.08605, -77.3571 37.08564, -77.35716 37.08513, -77.35723 37.08474, -77.35733 37.0843, -77.35745 37.08383, -77.35761 37.08332, -77.35775 37.08294, -77.35782 37.08273, -77.35795 37.08242, -77.35802 37.08225, -77.35829 37.08172, -77.35832 37.08166, -77.3585 37.08134)",2021
